,text,rating,sentiment_label
1650,"barang bagus , sayang kurir nya lama kirim jadi ambil sendiri",5,1
1273,Barang keren. Respon seller cepat. Trm ksh.,5,1
730,Bagus. Sesuai penawaran,5,1
540,Product bagus dan berfungsi dengan baik,5,1
1240,Bagus kualitas oke banget :),5,1
615,Cepat dan bagus..........,5,1
830,"sangat quick respon and good packing, maaf gan tanya aja ini yg termasuk safetyshoes metal free atau tidak ya",5,1
618,"mantap gan.. sesuai dengn prmintaan
semoga makin lariss jualan.a",5,1
706,Thanks sesuai deskripsi,5,1
86,"puas banget, pengiriman cepat .. recomended banget .. sukses selalu yaa",5,1
691,makasih barang sudah sampai,5,1
732,produk bagus n harga murah..thanks,5,1
944,barang di terima dengan aman.. recom banget,5,1
1142,kualitas barang ok dan pengiriman juga cepat. thanks seller,5,1
519,selalu dtg dengan tepat waktuuuu,5,1
377,Surprisingly bagus bangett barangnya. Finishingnya halus. Dapet personal message juga dari sellernya.. Truly recommended!,5,1
1807,"trm ksh, brg sudah sampai & sudah bisa digunakan. keyboard pas dgn ukuran laptop asus a43e saya. kemasan kirim aman menggunakan bubble.",5,1
1495,Sdh terima. Semoga awet,5,1
201,Barang bagus...tp bunyi kresek kresek . Pengiriman agak lama...tlg ditingkatkan respon pengirimannya,5,1
1752,Kualitas mantap terbaik pesanan cepat dan sukses selalu,5,1
111,Mantappppp seller baik,5,1
1310,Biarkan bintang yang berbicara,5,1
523,"thx gan, kiriman sdh diterima dgn baik",4,1
1465,"Barang nya nice kak,..  Sesuai harga,..  Matursuwun nggeh kak,.  Terima kasih suka sepatu nya",4,1
183,"barang udh nyampe sesuai pesanan, sayang ternyata ga bisa make isi staples stationery biasa yg no.3, harus di deskripsi di tulis ukuran isi staples nya..",5,1
867,thanks packing mantap sippp................ dehhh,5,1
1211,"Barang rapih pengiriman cepat, terimakasih",5,1
610,Order yg kedua dan tetap mantap...packing rapih..proses cepat..barang working well..chat drespone dgn baik..recsell bgt...👍,5,1
674,produk baik. terima kasih,4,1
1743,"Barang sudah sampai, meskipun ngambil di JNE.. Trims..",4,1
295,Sesuai gambar.. Semoga awet,5,1
232,"mantap jam tangannya,,,,,,,murah lagi dibandingkan yang lain..........gan tolong WA nya gan.............saya mau order lagi yang warna hitamnya.",5,1
1392,"Mantaaapp Jiwa bos, Terima Kasih banyak ya...",5,1
91,"produk ori, packing oke",5,1
705,"Terima kasih, barang sudah diterima",5,1
1676,"pelayanan cepat, recomended seller",5,1
281,"Barang sesuai deskripsi.
packing mantab
barang cepat sampai
pagi pesan sore sampe",5,1
928,barang sudah sampai...bagus...imut2,4,1
793,Mantap.................................,5,1
1109,"mantap...
oke...
sipp...",5,1
637,Barang sdh diterima sesuai pesanan....thanxs gan,5,1
33,Sandal nya lucuuu..baguuss..sesuai deskripsi..Good👍👍,5,1
1438,Sudah diterma dengan selamat dunia akhirat. terimamakasih.,5,1
1400,mantab ukuran pas bahan nyaman👍,5,1
1437,Fast respon produk good quality recommended bgt lah,5,1
804,"Barang bagus cm pengirimannya agak lama,.......",5,1
1345,"Mantab, barangnya sesuai ekspetasi pelanggan...",5,1
72,Biarkan bintang yg berbicara :),5,1
333,Terima kasih. Barang telah diterima dengan baik.,5,1
489,Barang sudah di terima dengan baik! Semaunya ok!,5,1
1484,"Produknya sesuai deskripsi, pengemasan rapi, tapi sellernya pendiam, terima kasih",5,1
1275,"barang sudah diterima dengan baik,  terima kasih",4,1
1342,"mantap la, warna ungu kek janda",5,1
1539,"sangat sangat baik, packing Bagus dan rapi..",5,1
303,"Barang diproses dengan cepat yang otomotasi dikirim juga cepat. Barang sampai dengan selamat, packing oke dan sesuai deskripsi produk. Tks ya.",5,1
578,"produk tepat, respon cepat dan packing baik",5,1
1386,"Udah sampe,udh dicoba, lancar jaya gan

Thx, bs hari minggh juga..ktolong bgt",5,1
28,"Baru pesen kmrn, barang udah sampe hari ini ... cepet juga yaa, moga2 nga ada masalah .. terima kasih yaaaa..",5,1
237,"Respon dan pengiriman cepat, yg pasti produknya bagus2 dan berkualitas, thanks wakai :)",5,1
642,"Admin kerja produktif 👍🏻 proses cepat, produk sesuai keterangan dan dipacking rapi kokoh. Makasih ya.. souvenirnya",5,1
510,"Barang bagus, Proses tokonya cepat mantapp gannnn tarik terusss manggggg",5,1
1169,"Murah, berfungsi dgn baik. Semoga awet sampai lamaaaa. Recomended to save your budget.",5,1
1740,Barang sudah sampai dengan selamat dan tepat waktu. Sudah di test di semua port dan bisa semua tapi belom di sempat test untuk transfer data karena belom ada flashdisknya,5,1
369,"untuk harga segitu kualitas oke bgt, enak dipake, cm kalo bisa tulisan nike nya agak kebawah, pasti lebih meyakinkan lagi spt aslinya....tks anyway, saya puas.....",5,1
215,"Respon penjual cepat,,,",4,1
1093,"Bagus barangnya, semoga kedepannya makin lancar",5,1
349,"Respond seller cepat, barang bagus, overall good lah",4,1
604,Biarkan bintang bicara,5,1
1348,Biar bintang yang berbicara,5,1
1699,Thanks sis...brgnya berfungsi,5,1
1285,"proses cepat. tidak mengecewakan. recomended seller deh, hehe",4,1
1221,Makasih ya. Pelayanan super cepat. :),5,1
1179,Barang sesuai pesanan.,4,1
1014,Terimakasih atas kebijaksanaan penjual,5,1
1773,"Barang telah sampai, dan kualitas sesuai dengan harganya",4,1
81,Barang bagus pengiriman cepat,4,1
1648,Servicenya cepat. Packingannya rapi. USB hub nya juga berfungsi dengan baik. Makasih gan,5,1
307,packing rapih pengiriman cepattttt,5,1
1328,terima kasih barang bagus dan cepat sampai.......,5,1
328,Recommended mantap benerrrr jossss,5,1
24,barang sudah sampai..proses cepat..sesuai deskripsi..saran packing lebih ditingkatkan..,5,1
999,Belum dicoba makasih bos,4,1
88,Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,5,1
1747,barang bagus semoga bisa laku di jua.l bisa minta tolong pengiriman lewat pos,5,1
1506,barang sesuai gambar terima kasih,5,1
1012,BARANG SUDAH DITERIMAAA.....................................................,5,1
1234,Barang sampai dan sesuai dengan spesifikasi yang dijelaskan,4,1
945,mantab gan sudah dipake hasilnya memuaskan. dengan harga segini dapet dualband pula trus sinyal kenceng (ga kayak merek tptp itu). garansi 2thn lg. puas puas mudah2an tahan lama,5,1
572,"mantaaaap, barang sudah diterima",5,1
1165,Fast reapon tiba dgn selamat trims ya,5,1
444,Sesuai gambar ok.........,4,1
45,"Dah terima gan, ......sesuai pesanan. Terima kasih......",4,1
1388,Langganan gua paling the best,5,1
853,Packing bagus dan respon cepat,5,1
1712,"Pengiriman cepat, sesuai",5,1
720,produk sesuai deskripsi dan warna sesuai dengan pesanan. thank you,5,1
452,Cantiiik bangeet jaaamnyaa💖. Makasiih banyaak yaa,5,1
71,Speaker sudah di cek dan berfungsi dengan baik... Senang belanja di sini.,5,1
1770,"Good product and fast response!
Tunggu next order, thx u..",5,1
737,barang sudah di terima dengan baik,4,1
927,"Barang sesuai, packing rapi cepat dan mantap",5,1
1744,Barang sesuai pesanan dan cepat,5,1
1524,"ada harga ada rupa, mudah2an awet barangnya",5,1
1291,pesanan udah di terima ...trims gan,4,1
375,"Sesuai pesanan, trimakasih",4,1
1528,sdh sampe ke cust....terima kasih,4,1
1551,"Keseluruhan OK, Recommend",5,1
982,Barang bagus sesuai dengan gambar,5,1
1746,"langsung on tanpa driver di windows 10. throughput ok untuk ukuran sekecil ini. Pengiriman cepat, bahkan diterima di hari minggu dengan priority packet. keep up the good works gan. thx",5,1
1486,"barang sesui deskripsi, sesuai harga dan kualitasssss... bonus melimpah.... thx",4,1
1132,"bagus,  packing aman pake bublewrap.  ndak ada yang patah",5,1
1745,mantaff sdh di coba banyak fasilitas yang baru .. cuman untuk nembus lantai beton masih sama dengan router yang lainnya ..,4,1
315,agak berbeda dengan gambar. tp tetap work thx,4,1
1317,Makasi Sesuai pesanan tp jamnya ternyata kecil ya,4,1
299,Sesuai dengan deskripsi,4,1
1217,Produk mendarat dengan baik dan bagus,5,1
1249,"Respon cepat,barang sesuai deskripsi",5,1
1367,Terima kasih barang telah mendaray dgn selamat..,4,1
209,terimakasih...................................................,4,1
448,"Pengiriman cepet bgt,,barang jg sudah dipakai,,berfungsi dgn baik..",5,1
1336,Produk original.Harga murah.Layanan memuaskan.Packing sangat aman dan rapih.Seller fast respon.Pengirimannya jg cepat.Saya puas berbelanja di toko ini.Trima kasih,5,1
187,"paket sudah diterima, terima kasih",5,1
828,"sesuai gambar. cool dah, cuma dari pengiriman rada lama. for all thanks.",5,1
826,barang sesuai spek thank you,5,1
1148,Kabel kurang panjang. No.  Problem lah semoga awet,4,1
223,Bagus cepat sampai😀😀😀😀😀😀,5,1
97,"kualitas produk bagus, responnya saja kurang , terima kasih",5,1
298,mantap brooooooooooooooooo,5,1
797,Barang sudah nyampai rapi.aman..trimakasih,4,1
1703,mf bos baru bls. psnan sudh sy trima kmarin. sip. sip,4,1
397,"pengirimannya cepat, respon penjual bagus",5,1
1513,Jne yes 3 hari sampai........,4,1
1352,siiiiiiiiiiiiiiiiiiiiiiiiiiiip,5,1
14,"jozzzzz lah ini sellernya 
respon cepet",5,1
1434,"Barang sudah sampai dan diterima dengan baik, sesuai deskripsi. Terimakasih",5,1
69,okee...insya alloh awet..amien,5,1
890,"barang bagus gan sesuai deskripsi makasi, ini pembelian kedua mantabs",5,1
504,Pengiriman cepat dan barang bagus,5,1
609,Okay..... Trmksh.....,4,1
1330,"Jam tangannya cantik, original, packing aman, lengkap dengan case, tag harga dan buku garansi yg sudah di cap.
Dapat harga flash sale lagi. Tq..
Hanya dr jne tidak seperti biasa, jne yes seller kirim sabtu, senin blm dtg. Tp penantian sudah terbayar saat lihat jamnya :)",5,1
1118,tp. yg kali ini agak telat brp jam....,5,1
1226,Barang sesuai di diskripsi,5,1
1263,"cepet juga sampenya,,barang lagi d coba pake,,sesuai karakter main apa gak,,tapi keren kok,,sukses selalu",4,1
1277,Brg bagus.. Pertama agan na krm barang na gk dpt isi staples na gr2 kesalahan pabrik yg mn msh segel tp isi staples na gk ad.. Lngsng komplain lwt tokopedia..  agan na lngsng mnt krm balik n brg d krm yg sesuai.. Ongkir bulak balik d tanggung ama agan na.. Thx bgtt gan.. Bnr2 recomended seller..,5,1
521,"Beli banyak karena murah , recommended",5,1
1200,Barang belum dicoba. Tp bonusnya banyak. Thanks ya,5,1
596,Terimakasih banyak yah......................,5,1
815,Baik produk bagus sekali,5,1
297,Barangnya suka cuman pengirimannya aja kurang suka,4,1
1396,"Produk original, bisa dicharge, cari baterai thinkpad disini aja",5,1
1602,"Kualitas produk baik. barang sampai langsung di tes nembak kaca dan ternyata pecah. hehehe
pengiriman dan pelayanan juga baik",5,1
1073,Gudddddddd................,5,1
1402,Oke betul dpt bonus lagi,5,1
954,brgny bgs ...................,5,1
290,Produk bagus sesuai harapan.,5,1
288,"Thanks, pengiriman cepat, dikirim cepat, packing oke.",4,1
1445,Ok.... cepat sampai...👍,5,1
1680,Thanks sesuai pesanan..,5,1
1318,"thx . packing rapi dan aman, barang sampai dgn selamat . semua berfungsi baik",5,1
690,........ tq................................................,4,1
914,"Lumayan lah, sepertinya di gambar terlalu banyak efek",4,1
646,Pelayanan bagus sangat rekomend banget....,5,1
360,"Penjualnya ramah, fast respon dan proses pengiriman jg cepat. recommended",5,1
230,"trimksih,....... berfungsi dgn baik",4,1
1759,Sudah diterimaaaaaaaaaaaaa,4,1
1192,Thanks gan.. paket sdh mendarat aman dan lengkap..sesuai deskripsi.. sukses selalu boss.,5,1
282,Sesuai dengan foto...semoga awet,5,1
1729,"respon cepat, barang sesuai, mantap",5,1
379,Mantap gan..brg sdh sampe dan bisa dipakai utk laptop spectre juga..terima kasih,5,1
1193,Pembelian kesekian kali. Thanks Seller,4,1
559,barang udah di test dan working well,5,1
587,baguuuuusss bangeeett,5,1
794,Good!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5,1
229,"paket sudah di terima, terimakasih .......",5,1
353,"Barang ok,packing rapi,cepet sampai ,trmksh ,saya mau pesen lagi..",5,1
387,"barang sesuai gambar, pengiriman oke",4,1
858,"MANTAP, PENGIRIMAN CEPAT... TRIMS SEMOGA BISA TERUS BERMITRA",5,1
492,"Pengiriman cepat, barang bagus, recommended seller",5,1
817,"Barang sudah sampe respon cepat sy suka, terima kasih gan",5,1
1598,Barang sudah diterima dan terima kasih,5,1
241,Mantapppppp..............,5,1
1251,"received with thanks,,,,,,,,,,,,,,,,,",5,1
796,"Bagus ori, fast response dan fast delivery, thanks ya",5,1
1390,"barang sudah diterima, tq.............",5,1
1371,Pelayanan cepat barangnya mantap,5,1
1651,"Barang cepat sampai,packaging rapi, recomended seller deh..",5,1
419,kwalitas sesuai harga dan warna/ukuran sesuai,4,1
1258,"Bagus, pelayanan cepat",5,1
1657,baguuuuuuuuussssssasssssss,5,1
1339,Barang sesuai deskripsi. Response seller cepat,5,1
1662,"Packing lumayan, harga kurang kompetitif",4,1
1227,sesuai harga dan gambar mengiriman tepat waktu,5,1
1500,Suka sesuai gmbar recommend deh,5,1
1349,Brg tiba dg selamat n berfungsi dg baik Moga2 awet lah,4,1
762,Barang sudah sampai  sudah di tes ok,5,1
1749,trimakasih brg sdh diterima dgn baik,5,1
995,"Sesusai gambar
Pengiriman cepat
Respon jg baik",5,1
534,"Barang sdah sampai 
Kendala di kurir sja yg lama",5,1
1460,Barang sesuai pesanan proses pengiriman cepat..thank's,4,1
864,"barang sesuai pesanan,kemasan rapih",4,1
968,Produk sudah sampai dg baik.,5,1
211,Barang sesuai deskripsi makasih.,5,1
460,kualitas bagus sesuai harga.,5,1
1557,sudah sampai gan...fast respon..makasih....tp blom dicoba sih...tp OKE lah..,4,1
1191,"Baik. Cepat sampe, bakal dicoba",4,1
1324,Kiriman tepat waktu barang oke packing oke tp baterainya boros ya,4,1
736,"Barang sesuai foto, dan pengiriman jg cepat",5,1
1768,Mantap barangnya dan awet!!,5,1
1511,"Bayar jam 8 pagi barang terima jam 3 sore ini baru paket ga pake nunggu  ber hari hari...
Barang nya bagus hanya minus driver jadi harus di jalankan kan dengan on line.
Terima kasih.....",5,1
461,barang sudah diterima dengan baik packing rapi terima kasih.......,5,1
1391,"barang sudah diterima, terima kasih..............",5,1
1334,"Barang sesuai display, respon pelayanan dan pengiriman cepat",5,1
630,Barang nya bagus dan indah,5,1
1269,"sudah tiba tapi belum dicoba, Makasih  dan Sukses",4,1
810,Barang sesuai.... thanks............................................................,4,1
1631,Bagus berjalan sempurna... gampang setting nya,5,1
711,Terimakasih sudah sampai dengan selamat sesuai deskripsi dan pengiriman cepat.,5,1
513,Pengiriman cukup cepat... Thanks gan.. Paket sesuai pesanan,5,1
1232,fast response.. harga ok...,5,1
1243,"Barang sudah sampai dengan selamat karena packingnya rapih sekali. Semua berjaian baik. Tapi sayang, warna tidak sesuai dengan gambar.. :( Mungkin aku yang salah lihat.. Terimakasih..",5,1
563,Goodssssssssssssssss,5,1
740,makasi....................,5,1
756,Alhamdulillah puas dan top banget respon cepat dan gampang dipasang jadi rapih deh sepatunya,5,1
441,Cakeppppppppppppppppp,5,1
1715,Bahan nya bagus.. Sesuai gambar.. Untuk harga segini saya kira nice..,5,1
1451,Tengkyuuuuuuuhhhhhhhhhh,5,1
932,Ok mantap gan..  Trmksh,5,1
689,"Sesuai lah, semog awet deh",4,1
989,Sudah selamat sampai tujuan. Trimakasih,5,1
1253,"Barang oke,  respon oke.....",4,1
1777,"Respon cepat, produk sesuai dengan gambar, kualitas oke",5,1
1678,Barang bagus dan sesuai deskripsi,5,1
1640,barang sudah diterima... bagus....,5,1
1218,"Kalo dibandingin gambar dgn asli, hasil jadinya ga serapi dan sekenceng yg ada di gambar. Berfungsi baik ya sepertinya. Cukup kokoh dan stabil. Oke lah harganya kan jg ga mahal2. Sarannya kalo mau pasang baiknya pake sarung tangan deh. Pegel jg jari masukin tiang2nya. Banyak cuiii..",4,1
1649,Barang diterima dengan cepat dan rapi,5,1
1264,Bahan nya bagus gak nyesel beli disini:),5,1
1517,Fast respon n shipping sayang hasil crimping tdk sempurna jd hrs crimping ulang lg br kabel bs dpake smoga kedepan nya bs tes dl sblm dkrm ke customer,4,1
1089,terima kasih paket sudah saya terima,4,1
1722,Cukup baik. Sesuai harga,4,1
1128,"Packing bagus, barang sesuai harga. Cepat sampai",4,1
154,pengiriman super cepat. thanks bosku,5,1
477,"Kualitas baik, langsung bisa dipakai dikomputer",5,1
1374,"barangnya bagus meski ga ada hologramnya, terima kasih banyak, semoga sukses",5,1
310,"packing rapi, kualitas oke barang nympe cepet",5,1
1026,"barang sudah sampai gan,terimakasih",4,1
66,"mantap,cepet dan sesuai gambar",5,1
1056,👍🏻👍🏻👍🏻👍🏻👍🏻,5,1
327,Terima kasih banyak barang telah diterima dengan baik semoga tidak ada kendala,5,1
1278,"Barang oke , seller rekomen deh",5,1
1536,Terimakasih sangat puas belanja disini,5,1
1518,Barang sesuai permintaan,4,1
1702,"Mantab Abis Dah Pokoknya...
👍",4,1
1441,Produk sesuai pesanan tp blm dcoba,4,1
173,"Layanan ramah, pengiriman cepat dan barang sesuai deskripsi produk",5,1
1104,"steples tembak bagus,recomended",5,1
470,Sesuai dgn yg saya inginkan,5,1
1461,barang dah sampe pancking bagus ...............mantap,4,1
1122,"Mantap gan... 
Berfungsi dengan baik... 
Thx",5,1
1353,"barang telah sampai, sesuai dngan pesanan packingnya juga bagus",5,1
902,Respon cepat &amp;service bagus.makasih,5,1
1080,"Barang sesuai spek nyampe dgn aman, packing rapih",5,1
1595,Beneran kagak ngembun renang jadi lbh konsentrasi,5,1
394,"Bahannya lumayan,  sayangnya ukurannya untuk ukran badan orang M ke bawah.  😂 warnanya ok.",4,1
774,Produk sesuai deskripsi dan berfungsi,5,1
788,paket sdh mendarat gan. terima kasih,4,1
1520,"Bagus, cepat sampai ... Pelaynan memuaskan...",5,1
414,"barang telah sampai, kualitas sesuai deskripsi produk, tks",5,1
10,"Terimakasih barang sudah sampai tujuan
Mantap....respon penjual oke",5,1
1259,barang nya udah diterima imut dan bagus. thanks,5,1
1629,fast respon cpt nyampainya cuma ada kendala sdikit overall good lah,4,1
1205,"Barang sudah sampai gan, terima kasih",5,1
1454,"Barang bagus, cepat sampai jg, awal nya blm bs ngecharge lepas batere br bisa, sellernya komunikatif bngt, mksh",5,1
1065,Barang sudah diterima dengan baik,4,1
1421,thx atas barangnya....mantappppp,4,1
1343,Terima Kasih Barang sampai cepet sekali,4,1
179,"Thankss ya jamnya  udh sampe  , ori dijamin",5,1
1427,"Oke
Mantap,mantap nya mantap",5,1
1121,Barang bagus. Berkualitas. Pengiriman baik packing rapi,5,1
803,Sesuai gambar dan produk oke.,5,1
980,untuk harga segini bagus...sudah dicoba lancar,5,1
87,Barang sudah diterima sesuai,5,1
60,"Produk original, bagus dan berkualitas. Terima kasih",5,1
385,"terima kasih, barang sdh sampai...lumayan nyaman... :)",4,1
252,Sangat fast respon mantappu jiwaa,5,1
46,Barang bagus cepat datang dan sesuai ekspektasi,5,1
1573,Biar bintang yang berbicara......,5,1
456,terima kasih kaka untuk produknya......................,5,1
955,"sudah di terima bos
packing bagus, aman",5,1
1533,Sudah sampai ..tapi belom saya cek pasang...terimakasih,5,1
744,Patennn deteksi ke laptop nya langsung detek...pengiriman cepat....tks gan,4,1
579,"bagus dan rapi terima kasih,, smoga lancar trus",4,1
825,"Packing rapi,barang sesuai.",4,1
1329,"bagus, bahan nyaman dan sesuai dg keinginan",5,1
768,"Barang oke, pengiriman cepat. Recomended seller 👍🏽",5,1
1159,Biar bintang yg berbicara,5,1
971,Pengiriman cepat...thx seller,5,1
267,"Puasss benerr beli disini, produk sesuai deskripsi .. pelayanan ramah",5,1
117,"Barang sudah sampai dengan selamat, terima kasih",4,1
930,Produk tinggal plug and play,5,1
1266,"Tenda AC6 AC1200 Smart Dual-Band Wireless Router sudah diterima dalam kondisi baik, sesuai deskripsi, sesuai dengan yang dipesan, good response &amp; berfungsi dengan baik. Terima kasih..",5,1
240,Barang sesuai deskripsi. Fast respons seller!,5,1
1756,"Good lah the best,mantiwab mantab",5,1
1019,"Barang bagus, sesuai deskripsi, murah oke",5,1
122,Barang sudah sampai dan sesuai dengan pesanan. Terimakasih,5,1
22,"Bagus, nyaman, cepet sampe nya",5,1
305,"Ssesuai pesanan,  pengiriman lumayan cepat.... Good",5,1
74,👍👍👍👍👍👍👍👍👍👍,5,1
960,"Pengiriman cepat, barang sesuai kriteria ..",5,1
745,Kualitas oke sesuai deskripsi pelayanan juga oke thankyou,5,1
364,Kualitas produk bagus. Pengiriman sangat cepat. Thanks.,5,1
1515,"thanks gan, barang sudah sampe dengan aman, kualitas bagus kyk jam tangan mahal",5,1
413,"Pengiriman cepat, barang sesuai",5,1
1571,"barang sdh diterima, kondisi OK, thks",4,1
96,"Sepatunya bagus, jahitan rapi dan pengiriman juga cepat. trims",5,1
666,Barang ssai pesanan respon cepat,5,1
1479,maaf baru sempat reviuwwwww........,5,1
1406,uda diterima. bagus sesuai keterangan. respond seller jg cepat,4,1
1414,bagus sepatu nya sis.mksih iya sis,5,1
592,terima kasih jam tgn ny sdh sampai,4,1
1378,👍👍👍👍👍👍👍,5,1
501,Cocok sesuai foto dan bagus barangnya,5,1
1426,"Barang sesuai gambar, kualitas OK!",5,1
907,"Respon cepat bgt.
Pengiriman cepat,paking rapih sesuai gambar..",5,1
893,ok..........................,5,1
1797,Barang bagus..recommended,5,1
541,"Ori, packing rapi dan melindungi paket. Sukses tokonya",5,1
386,"packing ok,cepat sampai ,barang bagus semoga sukses selalu",4,1
313,"barang sdh diterima, anak saya senang. Terima kasih.",4,1
1088,Barang ok....sudah terpasang...berfungsi normal...smoga awet...................,5,1
1429,Produk sesuai pesanan dan berfungsi normal pengiriman cepat packing rapih,5,1
795,"Oke terima kasih, bermanfaat buat supaya nggak ketuker kuncinya",4,1
1382,Thanks gan barangnya udah sampe,5,1
939,"saya sdh lama pakai produk ini. lebih praktis dari pada spray.
trims.",5,1
1530,"Sesuai deskripsi tetapi besoknya kok gembos, terlanjur kasih bintang 5 🙄",5,1
192,...............................,5,1
1106,"produk ori, dipasang langsung ok.",5,1
766,Mantab gan................,5,1
5,sesuai dengan apa yang di gambar,4,1
1692,Sip gan mantap makasih ya,5,1
1096,Respon cepat... Pengiriman cepat,4,1
148,pesanan sesuai dan bekerja dengan baik....,5,1
392,"Barang bagus, packing rapi, dan pengiriman cepat!",5,1
62,"Bagus barang nya dan pengiriman cepat, mantap dah",4,1
1541,Cepat dan sesuai dengan pesanan. Terima kasih,5,1
994,"cukup baik untuk skala kayu, bahan besi nya mantap dan kokoh",5,1
838,"Barang bagus dan cepat sampai, enak dipakai juga",5,1
892,makasih brg udh d terima,5,1
723,Barang cakeeppp (tes pake kabel tester)...seller komunikatif bangettttt...very very veryyy fast responnnn 👍🏽,5,1
163,Baik dan berkualitas. Recommended,5,1
671,Barang cepat sampai.. sesuai ukuran hp,5,1
1105,ok.............     ..       ........       ......,5,1
685,barang okay... exp masih lama,5,1
1543,maksih banyak gan........,5,1
471,barang sudah diterima dengan baik packing rapi terima kasih.......,5,1
21,barang sesuai deskripsi. Pengiriman cepat,4,1
627,mantap pengiriman cepat barang oke sesuai gambar penjual fast respond,5,1
1177,"Bata nama merek dan kualitas baik yg sudah lama dipercaya. Barangnya bagus, harganya cocok dan pelayanannya baik. Semoga sukses terus.",5,1
763,Okkkkkeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee.....,5,1
547,Barqng sesuai dengan pesanan,5,1
322,bagus dan cepat sampai!!!,5,1
1682,Pembelian kedua...Good sesuai iklan...sandal empuk dan nyaman..😁,5,1
1787,barang udh d rakit tp ga tau kuat ga buat naruh helm,4,1
1265,Trims... Udah nyampe.. Cpt yaaa.,5,1
1647,"Pengiriman cepat, barang berkualitas",5,1
949,"barang telah terkirim, sesuai deskripsi pesanan",4,1
1765,Good product. Quality is good.,4,1
986,"Barang Ok.
No Kardus.
Respon Ok",5,1
1670,ok bagus sesuai pesanan,5,1
487,Repeat order yg memuaskan,5,1
1107,"Pelayanan ramah,pengiriman cepat, Mantap, barang original, sukses selalu gan",5,1
1098,terimakasih sudah sampai,5,1
1347,"mantapz..... 
quick respon,,,, 
recomended boss.....",5,1
366,Respon cepat barang sesuai deskripsi,5,1
1553,"Respon toko yg lambat, tertolong JNE YES, order hari Sabtu sampai Selasa malam.
Packing rapi dan aman. 
Kwalitas oke.",5,1
1375,Bagus....terimakasih,4,1
938,Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,5,1
1340,"Keyboard uda diterima dan berfungsi dengan baik, tks",5,1
997,"barang oke,pengiriman cepat,tingkatin gan",5,1
109,udh 3x bli dsni bgus mdel bhannya,5,1
937,pengiriman cepat dan packing bagus,5,1
1095,"Barang sudah saya terima, memuaskan °^°",5,1
1711,"Akhirnya yg diincer dr lama sdh ada
Terima ksh bnyk atas great service nya",5,1
1478,👍👍👍👍👍👍👍🏻👍👍👍👍👍👍👍👍,5,1
503,barang sesuai gambar...cepat sampai goodlah...,5,1
37,"Produk sesuai harapan,  murah dan respon cepat.. Top",5,1
625,"barang bagus, delivery bagus, seller ganteng",5,1
900,Oke gannnnnn.............,4,1
311,Thanks seller... Good quality good repons..,5,1
553,Barangnya bagus dan sesuai dengan pesanan,4,1
372,"Barang bagus, servis cepat.. top markotop..",5,1
758,"barang sudah diterima, biar rate yang berbicara :D",5,1
1621,"Barang ori,sesuai foto n deskripsi dan pastinya ok banget. Recommend",4,1
814,"barang udah diterima dg selamat, mantap barangnya :)",5,1
957,bagus.............................,5,1
681,Kabel hdminya bagus dan kokoh. Udah dicoba jg kabelnya berfungsi bagus.,5,1
1525,good...and fast for delivery,4,1
616,barang bagus tapi agak tipis sesuai harga mantap,4,1
1295,Barang sesuai harga. Proses cepat.. terimakasih,4,1
244,Barang telah saya terima. Terimakasih,5,1
1297,"barang tiba dengan selamat,makasih",4,1
1742,"Termiakasih gan, barang cepet sampai dan barang bagus.",5,1
181,"tetima kasih&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;&#39;p&#39;&#39;&#39;&#39;
&#39;&#39;&#39;&#39;&#39;&#39;&#39;",5,1
734,"Packing rapi, produk sama dengan gambar, dicoba bisa semua,, mantabb",5,1
158,"Barang sudah sampai, pengiriman cepat. Terimakasih",4,1
897,"Pengiriman sangat cepat,stik nya enak dipakai",5,1
651,"barang sudah diterima dengan baik, terima kasih",5,1
410,barang bagus.. wharbisyah..,5,1
921,"udah dicoba semua port idup, semoga awet",5,1
228,"Pengiriman &amp; reapon cepat, kualitas barang sesuai harga",4,1
1213,Sesuai dengan deskripsi dan berfungsi dengan baik.,5,1
35,"terima kasih ya gan..Salam kenal dari Pusat Herbal & MLM...081398017405 dan saya.juga importir
semoga lancar terus online dan offline nya
tq",5,1
1377,barang sesuai deskripsi dan pelayanan cepat. TOP lah.,5,1
134,Sesuai dengan pesanan produk bekerja dengan baik..mkasi boss,5,1
198,"Produk murah dan dapat digunakan, sesuai deskripsi",5,1
544,"Barang sesuai deskripsi, packing rapih aman sampe tujuan",5,1
1717,"Good quality , kereeeennn bangeeettr
Bahan enak, nyaman",5,1
851,Gan barang sudah diterima dengan selamat. Thank ya....,5,1
185,"Fast respond tapi produknya ya gt lah.. kecil, tipis dan ringan sekali..",4,1
1435,barang tidak sesuai dgn yg di harapkan,2,0
348,"Kualitas produk : 👍 (kapasitornya terbakar 2 biji)
pelayanan : 👍👍👍👍
Pengiriman : 👍👍👍👍👍",2,0
