text,rating
"barang sesuai deskripsi tetapi tidak bs menempel pd interior mobil yg bergelombang, kualitas plastik jg meragukan...",2
Kualitas produk bagus. Pengiriman sangat cepat. Thanks.,5
Barang sesuai gambar dan packingan rapi,5
Respon cepat barang sesuai deskripsi,5
model pesanan sesuai tapi kualitas barang yg ditampilkan dgn barang yg diterima jauh sekali (kasar sekali),1
Barang kasar banget dan tidak sesuqi dengan foto,1
"untuk harga segitu kualitas oke bgt, enak dipake, cm kalo bisa tulisan nike nya agak kebawah, pasti lebih meyakinkan lagi spt aslinya....tks anyway, saya puas.....",5
"barangnya cacat, apa tidak diperiksa dulu?",2
Barang tidak lengkap .tidak sesuwai jawaban diskusi....,1
"Barang bagus, servis cepat.. top markotop..",5
Barang bagus sesuai harga,4
pelayanan mantap dan melayani komplain dg baik,5
"Tali sepatunya belang, saya tidak suka dan tidak sesuai pesanan nmr.42 dikirim nmr.40",2
Surprisingly bagus bangett barangnya. Finishingnya halus. Dapet personal message juga dari sellernya.. Truly recommended!,5
"Thanks, sempet ada problem, tp seller bertanggung jawab",5
Mantap gan..brg sdh sampe dan bisa dipakai utk laptop spectre juga..terima kasih,5
Kualitas produk baik ???,5
"Barang bagus, mantap .. semoga kuat terus",5
Ngak ada talinya warna juga kurang sesuai,2
Koneksi jelek... Sering tidak terbaca.... Repot mesti re plug ulang kalau tidak terbaca...,1
"maaf, pengiriman ke 2 sangat buruk. 6mati total, 4 barang cacad. warna hitam hanya 1 pula. ganti aja deskripsi bos, warna random.",1
"terima kasih, barang sdh sampai...lumayan nyaman... :)",4
"packing ok,cepat sampai ,barang bagus semoga sukses selalu",4
"barang sesuai gambar, pengiriman oke",4
"Php, bilang isi ada diseskripsi pas dipesen berbeda, mubajir rp50.000 ternyata isinya ga cocok",1
"Makasih gan batere nya dah sampe n berfungsi dengan baik,packing aman dan pengiriman jg cepat",5
harga gak pernah bohong..baru pakai 1 hari..mati gak bisa dipakai,2
Bagus. Barang sesuai yg dipesan,5
"Barang bagus, packing rapi, dan pengiriman cepat!",5
Produk sangat buruk...tidak bisa buat telpon...dinyalakan 10 menit lgsg mati lagi,1
"Bahannya lumayan,  sayangnya ukurannya untuk ukran badan orang M ke bawah.  ???? warnanya ok.",4
Mengecewakan...........,1
"Tidak sesuai foto barangnya,kecewa..............",1
"pengirimannya cepat, respon penjual bagus",5
Touch screen tidak berfungi,1
"Barang ga bisa di pake, gimana dong saya mau tuker tolong dongg, punya orang soalnyaaa",1
"Masuk tp tidak mengisi.. alias tampilannya aja yg mengisi, batrei ttp ga nambah..",1
Sudah sampai dan packing bagus..semoga awet,4
bad service! smoga lebih menghargai costomer,1
"saya, kecewa dengan sistem pengerjaan untuk di kirim ke jasa pengiriman nya. menyediakan jasa YES (yakin esok sampai) tapi disamakan dengan pengiriman reguler. bukan salah kurir ini salah seller yg tidak segera mungkin menindak yg harusnya di prioritaskan barang yg harusnya satu hari sampai , menjadi 2 hari. entah di sengaja apa tidak ini sistem yang buruk menurut saya. selamat 28rb jasa YES nya bisa anda claim karna mereka tidak berhasil kirim 1 hari paket nya, lumayan buat tambah2 omset itu.. jika memang di sengaja selamat anda berhasil, dan membuat kekacauan yg cukup menyedihkan buat saya. tp jika tidak ya semoga kedepan lebih baik lagi. maaf ini pengalaman terburuk saya",1
Barang sesuai gambar &amp; pengiriman cepat,5
"Ukurannya lebih besar dari deskripsi dan sendal pd umumnya. Di catatan toko tertulis kebijakan tukar ukuran bisa. Tpi kenyataannya pelayanan SO BAD!!! klo mmg gk bisa tukar, blg dri awal gpp. Ini malah di kacangin!! SO BAD!!!",1
bagus... tapi belom d cobaa,4
"Ini adalah pembelian kedua saya di toko ini. Seller sangat responsif ketika tahu saya butuh barang ini dengan segera, kemudian mengirimkan barang beberapa saat setelah transaksi selesai. Recommended seller pokoknya",5
"Packing rapih, barang oke lah",4
barang bagus.. wharbisyah..,5
"kualitas, akurasi, kecepatan dan pelayanan memuaskan",4
Pengiriman cepat barang yang dibeli sesuai dengan unuran.....penjual meresponse dengan baik...tapi ada produk tidak bisa ditukar karena kekecilan,2
"Pengiriman cepat, barang sesuai",5
"barang telah sampai, kualitas sesuai deskripsi produk, tks",5
Sesuai dengan pesanan tapi packing kurang rapi,2
"Barang udh terima,blm dibuka",4
"Barang Sesuai dg Psn an, tp knapa kg da Dus nya hanya_cuma plastik.",2
Saya kira harga lebih mahal jaminan bagus.. trnyata packingnya gak rapih dan bungkusnya cuma pake kardus seadanya.,2
kwalitas sesuai harga dan warna/ukuran sesuai,4
"Barang sesuai dengan gambar.
Kualitas suara kurang baik. Selalu berdengung kecuali saat mic di off. Saran tolong pilihan jasa kurir ditambah. Jangan j&amp;at saja. Soalnya kemarin saya ambil sendiri di gudang",2
"Barang tidak sesuai dengan yg di foto, batang tidak berfungsi",1
"Jual barang KW, di keterangan ga di kasih keterangan barang KW.. Tau gitu ga jadi transfer deh.. Not recomended ????",1
"Barang tidak berfungsi baik , face id jadi tidak jalan ,  face id menyatu dengan flexible connector speaker",1
"mantab.. proses cepat... semoga awet, belom di pasang",5
"Gak compatible sama samsung j7 prime dan samsung a5. Dua hp saya coba tidak bisa gan, harusnya ditulis gan ini compatible sama hp apa aja. RUGI dong saya beli dua gak bisa dipakai.",1
Barabg sudah sampai hanya packing kurang aman,5
Bagus &amp; murah. Makasih gan,5
"barangnya beda sama yang di pesan blinya ini tpi datangnya beda lain kali kalok gak sama yang d pesan fotonya d hapus aja pasti itu foto lama yang d pajang 
bikin kecewa aja",1
Baru pake 3minggu ...dah rusak euyy,2
"Barang kawe kawe ya. Barang kurang berfungsi, ga bisa baca memori, gak bisa bluethoot. Tadinya sy pikir asli. Ternyata bukan.",2
"Produk tidak pernah diterima, keterangan tokonya bahwa sudah dipickup menipu, toko tidak komunikatif dengan customernya",1
Cek dlu bos. Gerigi penahan nya kok lepas trus..  Yg ada malah hp nya jatoh,1
tidak sesuai gambar..,2
kabelnya lumayan Cuman kurang cocok untuk ap outdoor,1
"pesan warna merah ,,, dikirim warna biru , sangat mengecewakan !!!",1
"Produk sesuai gambar &amp; keinginan, thank u",5
lama kalo buat ngecas cuma lumayan lah dari pada ga ada!!!,2
Produk tidak berfungsi,1
"Sangat kecewa, saya udah tanya&#34; readynya barang dari malam tgl 2, dan saya order subuh 04.55 tangl 3. bukannya dikirim pagi atau sore ditgl 3. malah di undur terus pengiriman dan selalu beralasan, saya BEBERAPA KALI MINTA CANCEL DAN SERIBU ALASAN JUGA.
saya kaya gini karena butuh cepan converter hdmi nya. dan 3 BARANG LAINNYA. terpaksa saya order ditoko kota saya. jd yg paket ini ngak kepake. percuma, karena presentasi saya senin td pagi.
saya order ditoko ini karena hitungan saya sabtu minggu sudah sampe jika dikirim tgl 3 sore. karena jnt minggu tetap buka.
DAN TAUnya DIKIRIM TGL 5 siang, dan baru sampe sekarang, buang buang uang. dan disruh cancel otomatis dan dicancel pun alasannya bayak.",1
Barang rusak dikirim,2
Sesuai gambar ok.........,4
Tombol hapus tidak berfungsi,2
Kualitas produk sangat buruk baru 4 hari pakai sudah tidak berfungsi,1
"Pengiriman cepet bgt,,barang jg sudah dipakai,,berfungsi dgn baik..",5
produk yang diterima asli karena tervalidasi dari HP dan qr barcode,5
"Kecewa baru dipakey isiya kluar sampai 2 3 buah
Dipapan nggak nempel",1
Thanks barang udh sampe,5
Cantiiik bangeet jaaamnyaa????. Makasiih banyaak yaa,5
"Kaya jam anak anak ternyata pas dr dekat, build nya jelek. Masak casio 700rbuan kaya begini, oh iya sama bukan garansi casio indonesia, harusnya diketerangan dikasih tau kalau bukan barang resmi indo",2
Brg nya yg 1 bs di pake n yg 2 gk bs di pakai.,2
"parahhhhhhh pengirimannnn lamaaaaa satu minggu lewat baru dikirim tanpa ada konfirmasi ketersediaan barang, sangat sangat kecewa dan kapokkkk pasahal masih satu kecamatan hadehhhhh",1
terima kasih kaka untuk produknya......................,5
Nga tau yach nga bisa dipake cuman mau balikin males,2
"terima kasih gan, barang udah nyampe dan kondisinya bagus... tapi lama sekali nunggunya gan",2
Sesuai diskripsi...nice...,5
kualitas bagus sesuai harga.,5
barang sudah diterima dengan baik packing rapi terima kasih.......,5
"Pengiriman lambat...slow respon
Kurang puas..barang china..
Kartu garansi kurang meyakinkan..",2
Sepatunya lucuuu. Harga cocok buat anak bayi uang pake sepatunya cepet ga muat,5
"Mantap.....brg bagus sesuai deskiripsi,respun juga cepat  belanja di toko ini sdh tdk diragukan lg",5
"Pihak penjual memberikan respon yang buruk kepada pembeli. Pihak penjual tidak melakukan pemeriksaan barang yang diorder dengan barang yang dikirim. Namun setelah dikomplain tidak segera melakukan pemeriksaan namun malahan meminta pembeli menerima barang yang ada. Setelah dikomplain keras, baru mengakui kesalahan dan berjanji akan mengembalikan selisih harga barang yang diorder dengan barang yang dikirimkan. Namun sudah hampir 1 minggu dana tetap tidak dikembalikan.
Mohon pihak penjual segera melakukan kewajibannya. Terimakasih.",1
Skip barang berfungsi dengan baik ...,5
bagus tebal papa saya suka,5
"Barang bagus, sangat memuaskan",5
"Sy puas bisa beli murah dan 4pcs yg dipesan bisa fungsi semuanya, semoga awet dan bermanfaat. Sukses ya gan dan terimakasih.",5
Sesuai dgn yg saya inginkan,5
barang sudah diterima dengan baik packing rapi terima kasih.......,5
"Produk mengecewakan, kualitas barang jelek",1
"alhamdullilah,pesan tanggal 16,nyampe tanggal 21...lama ya",2
"Produk untuk HP nya baik dan bisa nyala, Hanya saja chargernya tidak bisa (RUSAK) karena pake charger yang lain bisa. Kemungkinan produk bermasalah, dan saya kecewa.",2
"seumur2 suka sm brodo, tp dikecewakan ketika beli sptu ini. bbrp jahitan tdk rapi, bahkan lepas. seperti beli second, bau sepatunya aja yg baru. iya tau kok ini produk WH sale, tp perhatikan lg kelayakan produk. gabisa retur ya? baiklah.",2
rusak gabisa dipake. mati matian,2
"Kualitas baik, langsung bisa dipakai dikomputer",5
Gambar /pic warna coklat koq di kasihnya warna hitam,2
harga 200rb&#39;an . kualitas 70 rb&#39;an . maap sedikit kecewa,1
"Kecewa, Sepatu baru dipake jalan 1x jangka waktu 1 jam tali putus... 
bahan kulit juga tidak mulus ada lem2",1
"Ternyata bahannya gk bs melar,,jd wlwpun bebas size tetap gk muat wlw udh ukuran terakhir...",2
"Lapak yang paling mengecewakan,  karena tidak mengirim barang dengan sesuai, hanya Mengirimkan tripod dan holder sementara penyambung nya tidak di kirimkan.
Akhirnya barang menjadi tidak berguna",1
"Barangnya biasa aja, untung belinya dapet harga flash sale, kalo harga asli dbandingin sama barangnya mah mending beli merk lain aja. Mana sellernya juga ngeproses pembeliannya lama bener lagi. Tapi bintang diatas cuma buat penilaian barang, jadi masih bisa dapet bintang 2.",2
Repeat order yg memuaskan,5
keren kuar biasa mantappp,5
Barang sudah di terima dengan baik! Semaunya ok!,5
Sepertinya salah kirim !! Saya pesan size pria di chat 34 c 13 c 22. Ga cukup buat sneaker!! . Saya mau dikembalikan ini gimanaaa. Ongkornya mahal lo iniiii!,2
"Pengiriman cepat, barang bagus, recommended seller",5
sudah diterima....cepat dan sesuai...,5
"dikirim dan sampai dalam satu hari o_O
sangat puas :D",5
"Jam tangan bagus. Sempet ga tau kalau nyala dalam gelapnya perlu disorot cahaya dulu. Setelah dikasih tau,dicoba dan berhasil.",5
"Foto barang tidak sesuai dengan deskripsi barang, mohon gambarnya diubah. Gambarnya MD to HDMI, deskripsi barang MD to VGA.",1
cashing gak nempel batre drop.. apesss,2
"Sekelas official store jual barang bm mesin jelek kacau, semoga berkah aja. Jangan percaya harga diskon nipu. Merugikan",1
"Sori baru ulas, baru dibuka. Panjangnya sip. Bahan oke. Thanks gan.",5
Tidak ada sinyal nya udah nyoba pake kartu apa pun.,2
Cocok sesuai foto dan bagus barangnya,5
minta dibatalin udah ajuin pembatalan malah dikirim. udah dikonfirmasi ukuran dan model salah. !,2
barang sesuai gambar...cepat sampai goodlah...,5
Pengiriman cepat dan barang bagus,5
"Kaitan tempat HP dan gagangnya gak klik, agak ngeri untuk di jalan bisa lepas..",2
"sudah d terima, tapi kaitan antara kantong hape dan  holder bakal mudah copot kena goncangan",5
SAMPAH! Anggap aja sedekah deh... Ini produk sampah. Langsung gak bisa dipake begitu dibuka... Stay away!,1
Ksh 2 ya krn merekny beda sama keterangan,2
Beli staples gak jual isinya... hanya sekali pake.... ckckck,1
"Barang bagus, Proses tokonya cepat mantapp gannnn tarik terusss manggggg",5
Sudah sampaiiii... barang bagus banget... respon juga cepat. Terimakasiiihhhh,5
Barang sesuai pesanan dan berfungsi dengan baik,5
Pengiriman cukup cepat... Thanks gan.. Paket sesuai pesanan,5
"Produk belum sampai,,dan uang belum d kmbalikan",1
"Produk rusak, tdk bisa digunakan. Sudah komplain ke penjual trus disuruh tukar. Setelah Batre dikirim ke penjual, penjual tdk merespon lagi. Kecewa.",1
selalu dtg dengan tepat waktuuuu,5
gimana mau review dikirim jugal kagak padahal di diskusi ngomong ready,2
"Beli banyak karena murah , recommended",5
"Beda sama nokia 130 yg beli di counter hp, kwalitas beda jauh",1
"thx gan, kiriman sdh diterima dgn baik",4
Kemasan nya kurang rapih,2
Motifnya tidak seperti yang ada d gambar.. kecewa,2
"Produk nya bagus, Admin Tokonya yang gak bagus, baru transfer via VA M-Banking BCA 1Menit salah alamat, gabisa di cancel + gabisa dirubah alamatnya sama ini official store, gak professional nyusahin konsumen, Saya sampai Harus buat Surat pernyataan ke pihak JNE, Dan Menelpon pihak JNE Jakarta + Bandung (Pusat) karena perubahan alamatnya tidak dibantu sama Sekali, Belanja Online Paling Menyebalkan yang pernah Saya alami.",1
Kaca tetap berembun dan membuat kaca jd kotor,1
Barang sesuai deskripsi namun salah satu pipa besi gak ada *mohon lebih teliti makasih,4
Pesen nya Joystick Merk M-Tech yang di kirim nya Beda Merk NISUTA ???,2
"Produk tidak sesuai, order prohex yg dikirim ini",2
"Kaca jam ny lepas, g tanggung jwb",2
"Barang sdah sampai 
Kendala di kurir sja yg lama",5
Barang sdh sampai.... sayang kemasan kurang rapi (bisa di bilang rusak) tapi barang msh aman... mohon d tingkatkan pengemasannya...,2
"yg satu ga bisa nyala , yg satu putus2 suaranya",1
"Kotak rusak, lem sepatunya gk bngt",1
Suara nya jelek bgd..nerima maupun telp..baterainya jg..gak d pake sehari habis..keypad nya jg susah,1
Product bagus dan berfungsi dengan baik,5
"Ori, packing rapi dan melindungi paket. Sukses tokonya",5
"fast response, packaging bagus, sayang mungkin saya tidak beruntung dapat mata girdernya yang kurang bagus, baru 2 kali giling langsung ngeloss, plastik bagian girdernya tidak kuat/ aus",2
Speakernya tidak stereo alias MONO,1
"Barang sesuai deskripsi, packing rapih aman sampe tujuan",5
Barang sesuai orderan dan kondisi bagus,5
Barqng sesuai dengan pesanan,5
"barang sudah diterima dalam kondisi baik,..
tapi tdk sesuai menurut saya,..
dipoto yang make orang dewasa, aslinya kecil bgt,..
buat anak bayi cocoknya,..",2
"Gan, barangnya sudah sampai. Tpi, card readernya gak bisa di pke.",2
barang yg dikirim tidak sesuai pesanan dan gambar. padahal udah tanya mana yg rady dan sudah pesan sesuai yg tertera. tapi dikasihnya asal aja,2
Barangnya bagus dan sesuai dengan pesanan,4
"Beli 2 dan 1 nya gak bisa digunain, alias rusak...",1
"Barang bagus,respon penjual cepat. Good seller",5
Barang sesuai pesanan dan deskripsi produk.,5
"cuman nyala sebelah......,,,",1
"Sudah chat minta nota tapi g dikasih,dimintain solusi gak dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",1
barang udah di test dan working well,5
"Paket udah sampai,Terima kasih gan",5
Kalau tokonya mau di nilai dengan baik berikan juga pelayanan yang baik buat pembeli....saya kecewa karena dia bagian antenanya ada bagian yang patah parah. Pekingnya kurang bagus..dusnya penyok,1
Respon cepat n pengiriman cepat. Smg bisa jadi langganan terus. :),5
Ukuran yang di  minta tidak sesuai.,1
Barang tidak sesuai dgn gambar dan order,2
Gak sensitif sama sekali,2
Hp tiruan ???????? yang sama cuma bentuk sama merek aja isi nya zoonk,1
Barang yg dikirim output voltage nya 19V - 1.58A gak sesuai dengan apa yg ada di deskripsi output voltage nya 19.5V - 2.05A.,2
"mantaaaap, barang sudah diterima",5
murah lah segitu...........,4
hp mati tidak bisa digunakan,1
Barang sudah digunakan dan berfungsi dengan baik....,5
"Packing rapi+pengiriman cepat, good job!!",5
"produk tepat, respon cepat dan packing baik",5
"bagus dan rapi terima kasih,, smoga lancar trus",4
"Yes cocok bisa buat charge my nano spray, thanks seller, thanks Toped.",5
sudah beli 6 pcs di toko ini. memuaskan.,5
"3 hari baru dikirim, mana barangnya salah juga",1
"barang sesuai,, tapi pengiriman masalah  mustinya gran cepet jadi nunda 3 hari",2
Makasih om. Maaf kirain barangnya rusak ternyata gak mau colok WAN klo utk AP.,5
"Sorry lama, soalnya belum di tes, pas dites OK barangnya... thanks gan",5
Barang baru 24 hari udah mledak.. Ngeriii,1
"Barang nya gak cocok sama ASUS X45A, Mouse gerak-gerak sendiri dan tidak bisa di pakai.",2
Yg dikirim mic-audio. Not recommended,1
"Pengiriman lama... Tidak fast respond, promo gratis ongkir tidak berlaku...",1
terima kasih jam tgn ny sdh sampai,4
"Barangnya sudah ada, paketnya rapih nggak cacat. Thanks",4
"Katanya Garansi 30hari, tapi pas di mintavalamatnya utk retur di persulit",2
"kualitas oke,,, seller oke,,, trusted",5
bingung install softwarenya gak komplit atau memang gak support di windows 8,1
"Terima kasih agan, barang pesanan saya sudah diterima dengan baik.",5
Pengantaran cepat cuman barangnya udah tidak lengket bgain biru dan kuningnya,2
Packing aman..barang yahud ???,5
"Sebulan pertama sih puas, meskipun ada satu dua key yang kok dirasa ga smooth seperti keyboard bawaan yg rusak.

Kira-kira sebulan setengah setelah masa pembelian baru muncul errornya. Beberapa tombol sudah tidak berjalan dengan semestinya.

Dan sepertinya memang saya harus beli keyboard asli bawaan thinkpad..",2
kurang mumuaskan kabelnya,2
Gan Ko gabilang Klo ini KW.... dikirain harganya murah karena keluar model baru.,1
mantap pelayanan bagus dan memuaskan,5
Layanan paling jelek sejak berinteraksi dng Tokopedia,1
Order yg kedua dan tetap mantap...packing rapih..proses cepat..barang working well..chat drespone dgn baik..recsell bgt...??,5
"Hpnya ngerestart teruss,, Nokia cap apa ini?? Tdk sesuai dgn yg di harapkan",1
Mantefff...respon cepat .barang cepat sampai ...skarang sudah bisa selfi lagi...tks,5
bagusss untuk visuall cuma quality nya :(,2
Sesuai yg ditawarkan. Sangat bagus,5
barang bagus tapi agak tipis sesuai harga mantap,4
Barang sudah sampai. Terima kasih atas bantuannya.....,5
"mantap gan.. sesuai dengn prmintaan
semoga makin lariss jualan.a",5
"bagus, fungsional, kokoh",5
"Barang sudah sampai gan, blom di coba sih. Semoga aja awet gan. Thanks ya",5
"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",1
Barang sudah 2 minggu sy kirim Sis.tolong dikirim kembali krn sepatu yg dikomplen mau dihadiahkan ke saudara..sy tunggu kirimannya dr bata official,2
Barangnya udah connect tapi ga keluar suara,1
"barang bagus, delivery bagus, seller ganteng",5
Produk sdh diterima dgn baik.,5
mantap pengiriman cepat barang oke sesuai gambar penjual fast respond,5
barang sudah sampai. semoga bisa dipakai dengan baik dan tidak ada masalah,5
"Sangat kecewa,.......
..........",1
Barang nya bagus dan indah,5
Barang sdh sy trima tgl.27 mei 2019...tks,5
"Ukurannya kecil, klo mau beli size dilebihin. misalkan size 42 belinya 43. size 43 belinya 44.",1
ikatan ujung kurang kuat sehingga baru dpake bbrp kali sudah lepas,2
Official store tp buruk. Saya kecewa,1
merk berbeda dengan deskripsi dan foto,2
"Barang sudh sampai Dngn slamat, Respon Cepet , pengiriman cepT, Barang bagus harga bagus ! BIG Thanks Gan ...",5
Barang sdh diterima sesuai pesanan....thanxs gan,5
Gabisa d pake. Ga nyala sama sekali,1
Pengiriman cepat dan barangnya jg keliatan bagus,5
pesan tanggal 5 sampe tanggal 11 super sekali,2
"Barang tidak bisa di pakai, gak ada merek, gak ada quality check slot usm female gak bisa buat dimasukin usb male ???? seller juga gak gentle karna sudah request cancel masih saja di kirim ????",1
"Admin kerja produktif ???? proses cepat, produk sesuai keterangan dan dipacking rapi kokoh. Makasih ya.. souvenirnya",5
Barang yang dikirim tidak sesuai dengan yang dipesan.,2
Barang bagus dan sesuai.  Thanks,5
Pelayanan bagus sangat rekomend banget....,5
Barang cepat sampai dan sesuai dgn gambar makasih,5
akhirnya nyampe juga.. barangnya lumayan bagus untuk harga segitu..,4
Barang sdh sampai bgs....!!!!,4
Barang sesuai dengan deskripsi barang,5
"barang sudah diterima dengan baik, terima kasih",5
"Pesan 2pcs tp dikirimnya satu, minta tlg dikirim kekurangan barang tp katanya gak bs, cm bisa di transfer balik uangnya.",2
Pengiriman cepat. Barang berfungsi. Thanks,5
Perfect Gann tahnksss,5
"bahanna tipis ,cepet sobek :(.....",2
Terima kasih banyak ooo tapi barang gak ori,1
"barang sudah sampai, tp blm sempet coba, semoga lancar dan Ok...",5
"SELLER TIDAK KOMUNIKATIF, NIATNYA PAKE INSTANT COURIER BIAR SEGERA SAMPAI, TP BARANG DIKIRIM 2 HARI KEMUDIAN TANPA KABAR SAMA SEKALI, DITANYA GA BERANI BALAS, UDAH NGAJUIN PEMBATALAN TETEP AJA DIKIRIM TANPA DOSA.. SEMOGA GA ADA LAGI YG BUYER DAPET PERLAKUAN KYK GINI",1
"Barang mantap, langsung dicoba dan berfungsi semua",5
"Bukan original apple melainkan original spare part, mohon lain kali tidak terulang hal seperti ini",1
"Hp tidak bisa mengeluarkan suara dering, baterai drop.. jelekkk skali.. charger meledak",1
"Bagus gan, mertuaku sukak.",5
"Pesen nya warna biru tapi di kirim warna hitam,untung cuma hp murah",1
barang sudah diterima..tapi belum dicoba..recomended seller..,5
Barang ssai pesanan respon cepat,5
"Macet, suara nya pecah, g enak di dengar",1
payahh.. blum 1 bulan udah rusak,2
Buat dewasa bukan anak kegedean,2
Barang cepat sampai.. sesuai ukuran hp,5
ukuran 10oz tp kecil bngt. pas d pakai bau nya bikib ga nyaman. nempel ke tangan. kecewa.,2
Mantap respon sangat cepat terima kasih gan..,5
produk baik. terima kasih,4
Barang sudah sampai dan sangat cepat untuk pengirimannya,5
Barang tidak sesuai gambar dan ekspektasi,1
Sangat buruk sekali...saya uda bayar sy komplen uda saya kirim barangnya  tapi barang tidak dikirim kembali kesaya..sangat buruk pelayanannya dan sangat menyesal sama percaya bgitu saja.katanya mau kirim tetapi sy ud mnunggu cukup lama tidak dikirim..sangat sangat kecewa  telah membeli,1
barang ada yg gak sesuai sama buset lama banget dikirimnya.....kapok,1
Pesanan gx sesuai dgn yg d gambar,2
"Barangnya sih oke tp slow banget responnya, coba deh tingkatkan lagi ke depannya",1
Kabel hdminya bagus dan kokoh. Udah dicoba jg kabelnya berfungsi bagus.,5
Pesen julio dikirimnya evoluti,2
"ringan kaya hp ringan
spiker telpon rusak",2
"Barang sesuai harga ,smoga ber manfaat sukses semuanya",4
barang okay... exp masih lama,5
"Banyak yang ga lengket...., produk kurang bagus.",2
"untuk harga hampir 500k, jujur kualitasnya ckup mengecewakan...",1
Terima kasih barang sudah sampai recommended seller,5
"Sesuai lah, semog awet deh",4
sdh sampe. barang sesuai pesanan... moga awet... tq,4
makasih barang sudah sampai,5
bad service! semoga lebih menghargai customer,1
"Respon cepat kiriman cepat.
Recommended",5
waduh baru sekali kena air langsung masuk deh air nya katanya kuat air dan saya cuma pake sambil wudhu apalagi kalo pake renang hadeuh,2
"Brngnya sdh diterima dgn baik, brngnya sdh dites dan normal, semoga awet...trima ksh.",5
produk rusak dan tidak berfungsi,1
"Barang ok , tdk ada masalh bs lgs saya gunakan kerja.tx.",5
"Segel da kbuka, dicek kurang gel nya kagak ada yaaak",1
"menunggu lumayan melelahkan,............
..",2
Terlalu lama mulai tanggal 14 baru sampainya tanggal 30 hampir setengah bulan,1
lubang tdk presisi dan miring.,2
Pesen M-Tech yang Datang Merk NISUA.... AMPUUUUN....,2
"Barang nya jelek bgt , saya mau kasih ke Org pun malu , mungkin ini foto lebih bagus dari produk asli nya
Saya tdk akan beli lagi",1
"Kecewa berat !!!
1. Respon penjual sangat lama, kurang dari 1 jam sebelum auto cancel, resi baru diinput
2. Diminta penggantian Size via chat, dijawab &#34;Iya&#34; tapi ternyata tidak diganti.
3. Mengganti kurir tanpa pemberitahuan terlebih dahulu, akibatnya saya kena charge lebih dan satu barang tidak jadi dikirim untuk mengganti kelebihan ongkos kirim.
4. Salah penulisan alamat, sehingga paket misroute sampai 2 kali.
5. Ketika diminta menghubungi kurir untuk merevisi alamat, hanya dijawab &#34;kami cek dulu&#34; lalu menghilang !!! 
Saya akan ubah feedback ini jika ada tanggung jawab anda untuk menyelesaikan masalah ini !!!",1
"Terima kasih, barang sudah diterima",5
"Packing rapih dan barang sesuai, good seller lah, thanks gan",5
"Barang sesuai deskripsi,  paking rapi,  mantap",5
oke lah biar bintang yg bicara,5
"Produknya belum diterima sampai saat ini.  Tapi sudah ada yang centang selesai.  Sangat kecewa.
Selesai transaksi otomatis dari Tokopedia.  Tokopedia untuk merevisi kebijakan mereka untuk otomatis transaksi selesai bila 2 hari barang diterima.  Masalahnya kalau barang tidak diterima oleh pemesan, tetapi jatuh ke tangan orang lain.  Maka otomatis 2 hari transaksi selesai.",1
"Proses cepat,sesuai iklan,trims",5
Terimakasih sudah sampai dengan selamat sesuai deskripsi dan pengiriman cepat.,5
"Batre gak awet, barang ringkih",2
"Barang Sesuai dengan deskripsi, semoga awet",5
"Produk original, sesuai deskripsi, seller sangat responsif karena tdnya ada masalah dgn driver gosend nya. Recommended seller! Sukses terus kak!",5
Terimakasih paketnya udah nyampe,5
Barang ny pecah dan kesamaan saya mta ganti,1
"produk, tidak sesuai dengan gambar.",2
"Barang bagus, cepat sampai, Produk bekerja dengan baik dan recommended!",4
Cepat sekali sampainya...dan sesuai dengan pesanan...,5
produk sesuai deskripsi dan warna sesuai dengan pesanan. thank you,5
"Barang oke, cepet sampeknya",5
"Spec barang yg datang tidak sesuai gambar (68+ series, 4300 mAh)

Battery yg kami terima 68 series, kapasitas hanya 1910 mAh...mohon respon nya kak



After 3 days of no reliable response...
---please update gambar &amp; deskripsi sesuai stock---",1
Barang cakeeppp (tes pake kabel tester)...seller komunikatif bangettttt...very very veryyy fast responnnn ???,5
"Barang rusak 1, penjual juga ga respon",1
"barang datang cacat ,gak bisa di gunakan 
harusnya sblum di kirim di coba dulu",1
"salah kasih barang, hati2 untuk toko ini",1
"Barang sesuai pict,respon bgs,mksh..",4
Dus nya nya ancur dan ketika pengiruman kaya nya cuman asal kirim,2
Paket sudah sampai tinggal di pasang,5
Bagus. Sesuai penawaran,5
"Produk sesuai dengan yang di foto, tidak ada cacat. Top!",4
produk bagus n harga murah..thanks,5
Baterai gampang habis padahal sudah dicas full,2
"Packing rapi, produk sama dengan gambar, dicoba bisa semua,, mantabb",5
